rule,body,head,head_coverage,std_confidence,pca_confidence,positive_examples,body_size,pca_body_size,functional_variable
?b brotherOf ?f ?a loves ?f => ?a allyOf ?b,?b brotherOf ?f ?a loves ?f,?a allyOf ?b,0.019230769,1.0,1.0,1,1,1,?a
?a loves ?f ?f type ?b => ?a type ?b,?a loves ?f ?f type ?b,?a type ?b,0.428571429,1.0,1.0,6,6,6,?a
?e brotherOf ?a ?e type ?b => ?a type ?b,?e brotherOf ?a ?e type ?b,?a type ?b,0.142857143,1.0,1.0,2,2,2,?a
?a brotherOf ?f ?b loves ?f => ?a allyOf ?b,?a brotherOf ?f ?b loves ?f,?a allyOf ?b,0.019230769,1.0,1.0,1,1,1,?a
?b brotherOf ?f ?f loves ?a => ?a allyOf ?b,?b brotherOf ?f ?f loves ?a,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?b loves ?a ?a loves ?b => ?a allyOf ?b,?b loves ?a ?a loves ?b,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?f servantOf ?b ?a servantOf ?f => ?a allyOf ?b,?f servantOf ?b ?a servantOf ?f,?a allyOf ?b,0.019230769,1.0,1.0,1,1,1,?a
?f brotherOf ?b ?a loves ?f => ?a allyOf ?b,?f brotherOf ?b ?a loves ?f,?a allyOf ?b,0.019230769,1.0,1.0,1,1,1,?a
?a loves ?f ?f servantOf ?b => ?a allyOf ?b,?a loves ?f ?f servantOf ?b,?a allyOf ?b,0.019230769,1.0,1.0,1,1,1,?a
?a brotherOf ?f ?f loves ?b => ?a allyOf ?b,?a brotherOf ?f ?f loves ?b,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?a brotherOf ?e ?e servantOf ?b => ?a allyOf ?b,?a brotherOf ?e ?e servantOf ?b,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?e brotherOf ?a ?e loves ?b => ?a allyOf ?b,?e brotherOf ?a ?e loves ?b,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?e brotherOf ?a ?e servantOf ?b => ?a allyOf ?b,?e brotherOf ?a ?e servantOf ?b,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?e brotherOf ?b ?e servantOf ?a => ?a allyOf ?b,?e brotherOf ?b ?e servantOf ?a,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?f loves ?a ?b servantOf ?f => ?a enemyOf ?b,?f loves ?a ?b servantOf ?f,?a enemyOf ?b,0.052631579,1.0,1.0,2,2,2,?a
?f enemyOf ?a ?b servantOf ?f => ?a enemyOf ?b,?f enemyOf ?a ?b servantOf ?f,?a enemyOf ?b,0.526315789,1.0,1.0,20,20,20,?a
?a enemyOf ?f ?b servantOf ?f => ?a enemyOf ?b,?a enemyOf ?f ?b servantOf ?f,?a enemyOf ?b,0.315789474,1.0,1.0,12,12,12,?a
?e brotherOf ?b ?e loves ?a => ?a allyOf ?b,?e brotherOf ?b ?e loves ?a,?a allyOf ?b,0.038461538,1.0,1.0,2,2,2,?a
?f enemyOf ?b ?a servantOf ?f => ?a enemyOf ?b,?f enemyOf ?b ?a servantOf ?f,?a enemyOf ?b,0.526315789,1.0,1.0,20,20,20,?a
